item_type,storage,initial_quality,opened,temperature_variation,days_until_expiry
dairy,fridge,0.9555371015981625,0,0.9014348876700908,7
meat,pantry,0.7157723193433009,0,0.9362626162969325,0
vegetable,pantry,0.7313246108494353,1,0.9660894707996722,1
dairy,fridge,0.8706949582912368,1,1.0076436867464589,3
bakery,pantry,0.8594437738845463,0,1.0838554422365465,3
bakery,pantry,0.8373889643468606,0,1.008065373448411,3
canned,pantry,0.8190367976243752,0,1.0411207082728684,333
grain,pantry,0.8293631454592987,1,0.9715354182611549,15
fruit,pantry,0.8707893802404385,0,1.0503261587134536,5
meat,fridge,0.7006229552800243,1,1.0240937492102955,2
canned,fridge,0.7782126322398556,0,0.9919588026549723,297
fruit,fridge,0.8554839162066133,0,0.9387537589782452,6
fruit,fridge,0.9166648296020938,1,0.9607081815994598,4
dairy,pantry,0.7522470077186189,0,1.024189217475151,1
fruit,pantry,0.8640643521362299,0,0.9852112648729147,5
grain,fridge,0.9143379051657345,1,1.0778773113498104,15
bakery,pantry,0.8333882973741714,0,0.9469680543071171,2
canned,pantry,0.7081243401010153,0,0.9146145304506544,217
fruit,fridge,0.8347804475396909,0,1.017869715301097,6
dairy,pantry,0.7889334663232459,0,1.0772101680380153,1
grain,fridge,0.9788948823103985,1,0.9729478058879578,13
vegetable,fridge,0.7373840157034982,1,1.0295422669736332,2
bakery,pantry,0.8957427866521697,1,0.9462825244354298,1
bakery,pantry,0.7158159299003503,0,1.0116943843345376,2
canned,fridge,0.833851131343809,0,1.0573584201725308,305
bakery,fridge,0.8661938461660241,0,1.073406319755337,5
fruit,pantry,0.7893864793950596,1,0.9210238259704794,2
dairy,fridge,0.8365226906561153,0,0.9712749032586492,6
bakery,fridge,0.7490661383590562,0,1.027928888387174,5
bakery,fridge,0.7912371548404108,1,0.9069445736187305,2
vegetable,pantry,0.8863318974730608,0,1.0381230400301655,3
vegetable,fridge,0.7905400167583465,0,1.0056067765607655,5
meat,pantry,0.9699229235226615,0,0.9577132558440054,0
grain,fridge,0.8885220872922969,1,1.0629308901188101,15
fruit,pantry,0.8315947055307953,0,0.9580101424591551,5
bakery,fridge,0.7116270806662547,1,1.0982830092407607,2
bakery,pantry,0.8498645005614014,0,1.0632740378226682,3
dairy,pantry,0.9294328726375267,1,1.0415961002766176,1
meat,pantry,0.779667279403724,0,0.9122695115925292,0
grain,fridge,0.9420320708946301,0,1.0808620743974549,32
meat,fridge,0.7755420298152644,1,1.0580110611475102,2
canned,fridge,0.9471239163852402,1,0.9458050158583605,168
grain,pantry,0.7255805024835031,0,0.9784496362653778,27
bakery,fridge,0.9598551126607089,1,0.9537263103238286,3
bakery,pantry,0.8497559352799992,1,1.0968832068362133,1
grain,fridge,0.7889612768860785,0,1.070839288961112,23
bakery,pantry,0.7795339751245446,0,1.0860450605390206,3
fruit,pantry,0.8296031676791088,1,1.057754847275086,3
grain,pantry,0.9997148494310935,0,0.9912696482140495,36
meat,fridge,0.7660982180312748,0,0.941086849962937,4
grain,fridge,0.7309649946636998,1,0.9416160313819468,9
bakery,fridge,0.8755105506155986,0,0.9303365696733354,5
fruit,pantry,0.8465627399320771,0,1.0093299100606794,5
fruit,pantry,0.8572588813189922,1,1.0839933045727286,3
canned,fridge,0.9000806252671651,0,1.0983596140091534,375
meat,fridge,0.7801432209611948,1,0.957459960007353,2
vegetable,fridge,0.9731994986151665,1,1.039462908059346,3
vegetable,pantry,0.8307016198366871,0,1.0194196031220757,3
grain,pantry,0.7387258585427385,0,0.9977872233752623,25
canned,pantry,0.9226896270201833,0,1.0331537287624084,312
dairy,pantry,0.8929313057853551,0,0.9742726037960139,1
grain,pantry,0.7947230207452111,0,1.08889695501869,33
canned,fridge,0.8864556172102145,0,1.0410897735412674,305
meat,pantry,0.7659585869106931,0,1.050840218398489,0
meat,pantry,0.8334518078021589,0,0.9484844190012148,0
meat,pantry,0.9698237566501976,0,0.9337164006995239,0
meat,pantry,0.7400602699482248,0,0.9788681586188647,0
meat,pantry,0.8160089349962386,0,1.053334497067231,0
canned,fridge,0.9463427274161041,0,1.0877591819505716,409
canned,pantry,0.9908472698218534,0,0.9854659651948016,338
fruit,pantry,0.8361778409265388,0,1.0548313584994333,6
vegetable,pantry,0.8520998860430042,0,0.9940815238933619,3
bakery,fridge,0.8716515885351309,1,0.9590456499110928,3
meat,fridge,0.9797044424901132,0,1.0478530301451696,6
dairy,fridge,0.957462037293109,0,1.0596404267962656,9
bakery,pantry,0.7511803373864933,0,0.9405681588161361,2
canned,fridge,0.8310273453541225,0,0.9610339004090662,283
dairy,pantry,0.8392001284589279,0,0.9989553686947324,1
dairy,pantry,0.936728833494627,1,0.9373043659533754,0
dairy,fridge,0.8808678647816306,0,1.0857668597507586,8
fruit,pantry,0.8962661386087039,1,1.0182667825121496,3
canned,pantry,0.9994599722996853,0,0.9242406554743385,333
dairy,pantry,0.7224880130410039,0,0.9368059729364925,1
meat,fridge,0.7669029470601199,0,1.090871069064969,5
grain,pantry,0.8223687812114641,0,1.0476337171393237,29
dairy,pantry,0.8043347209146662,0,1.0468810169009972,1
fruit,fridge,0.706493668404095,0,0.9144997188010109,5
bakery,pantry,0.7275332819413527,0,1.0790597675417894,2
canned,pantry,0.9042859874210728,0,0.988747072511721,328
fruit,fridge,0.9637973390087682,0,1.0319434645279852,9
dairy,pantry,0.8542681033797933,0,1.091937843822803,1
canned,pantry,0.8617573238540899,0,0.9200024760713114,263
grain,pantry,0.7765280298497138,0,0.9964552918973157,27
dairy,pantry,0.9303629090901134,1,0.9099225473323864,0
fruit,pantry,0.9255383762101769,0,0.9999090846647432,6
vegetable,fridge,0.8765097067652969,0,0.9504518820975143,7
meat,fridge,0.7637992859534029,0,1.0822131058547741,4
bakery,fridge,0.7291054654711268,1,0.9796984988546175,2
fruit,fridge,0.7192715727571377,0,1.0267744892104158,6
canned,pantry,0.8778088199928633,0,1.0720574529629099,344
dairy,pantry,0.94751059574284,0,1.0967383716834354,2
meat,pantry,0.9574991295342774,0,1.0007638740657092,0
dairy,pantry,0.8390866223030349,0,0.9911515405722913,1
canned,pantry,0.935281389792015,0,0.9151479290592918,285
dairy,fridge,0.9840640589023071,1,0.902547788667443,3
vegetable,fridge,0.7825510337464203,0,1.0217604184996993,5
meat,pantry,0.8193881039142271,0,0.9130928704295292,0
meat,pantry,0.9794436977790042,0,0.9760757874076947,0
canned,pantry,0.8014692901951854,0,0.9007212872212923,245
bakery,fridge,0.9741628870965389,0,1.0230454997931342,7
vegetable,pantry,0.9943134586763397,0,0.9850830320880993,3
fruit,pantry,0.8985432185723274,0,0.9254041539572576,5
dairy,pantry,0.9450670868512505,0,0.9592735213681645,1
grain,fridge,0.9248636692663256,0,1.013932139794385,27
dairy,pantry,0.9098602772846571,0,1.0313426736019955,1
dairy,fridge,0.7920793218943697,0,0.9924671759326894,6
fruit,fridge,0.717128301372383,0,1.0607918232181892,6
dairy,fridge,0.8029155197558951,1,0.9224880823405972,3
vegetable,fridge,0.9000807955611719,0,0.9169091445224816,7
vegetable,fridge,0.7307587594683403,0,0.9088488538035617,4
meat,fridge,0.7035753948934725,1,1.0071655678898885,2
canned,pantry,0.7419077117808816,0,1.0412463408468917,261
bakery,pantry,0.9147207779232386,1,0.9261042798845059,1
grain,pantry,0.9918381104969332,0,1.0277891243710786,35
dairy,fridge,0.9949194098844462,0,0.995389553237907,7
dairy,pantry,0.8481937447420563,0,1.0974689000302231,1
fruit,fridge,0.9608056902977042,1,1.0434947218532824,4
canned,fridge,0.9210479367254512,0,1.0314946670383252,376
vegetable,fridge,0.850312071095381,1,1.0140899469744689,3
grain,pantry,0.8718281598865261,0,1.0994732363099409,37
meat,fridge,0.7411681439850613,1,1.0960918341709156,2
vegetable,fridge,0.9812984381849776,0,1.0076230250989044,7
canned,pantry,0.8055789312195331,0,0.9910366694668524,281
bakery,pantry,0.8338447769371509,1,0.9924229845403505,1
meat,fridge,0.9014980692993696,1,0.9856684780646732,2
bakery,fridge,0.8001707414579662,0,1.0062796613992644,5
fruit,pantry,0.7762777482966792,0,0.9547168535628742,5
fruit,pantry,0.8893148179810662,0,1.0853577566228854,6
dairy,pantry,0.7074952246845548,0,0.9980460162923871,1
bakery,fridge,0.9162175336080036,0,1.0684015623677219,7
canned,pantry,0.8542070109629529,0,0.9950607349335241,337
grain,pantry,0.8817261191562803,0,1.0436580547820486,30
meat,pantry,0.8895640477740655,1,0.9673763928953161,0
vegetable,fridge,0.8581150469477691,0,1.0249613715466521,6
canned,pantry,0.8747601332322208,0,0.999674289090184,309
canned,pantry,0.9051364602669624,0,0.973422851306722,335
fruit,pantry,0.9259356541539022,0,1.0763112522136002,6
bakery,pantry,0.9182357173858361,0,0.9225423365497818,3
dairy,pantry,0.9608849373196785,0,0.9973846296638221,2
dairy,fridge,0.7568330299502208,0,0.9388738146532274,5
meat,fridge,0.8203443908475392,1,1.0722110182435183,2
fruit,fridge,0.9843388198043371,0,0.9506938689431327,8
canned,pantry,0.8189771723158988,1,1.0266860680223644,147
grain,fridge,0.7374610230717767,1,0.9331127030170708,10
fruit,fridge,0.8576335379086538,1,0.9809827338941673,3
meat,fridge,0.7328472917663386,0,1.079871439129873,4
meat,pantry,0.7608559716183595,0,0.9332128888803881,0
fruit,pantry,0.999495626971287,0,1.032639165069668,8
meat,fridge,0.8624087915188395,0,0.940902074111191,4
fruit,fridge,0.7852175167121287,0,0.9831498105064332,7
vegetable,pantry,0.9984324863721719,0,1.0081233768749198,4
fruit,pantry,0.989967675566543,0,1.0154612836379495,6
bakery,fridge,0.8322217123252791,0,1.0205022675106312,5
fruit,pantry,0.7781209326363725,0,1.0280262830781846,5
meat,fridge,0.951519891427657,1,0.9543537395347595,2
bakery,pantry,0.9146862150915357,0,0.9802734971434318,3
meat,fridge,0.9060824305010531,0,0.9074637327150129,4
dairy,fridge,0.9679341223967418,0,1.0537513953062752,9
dairy,pantry,0.9068251401613974,1,1.0674199003577804,1
bakery,fridge,0.7851393829124648,0,0.9398473526971092,5
vegetable,fridge,0.9081589485627196,0,0.9402887929259364,6
dairy,fridge,0.7917440533850991,0,0.9084072804380842,5
fruit,pantry,0.9277716938970985,0,1.0940767645584977,7
meat,pantry,0.8859243563474698,0,1.0614373136234458,0
dairy,pantry,0.7232234655954252,1,0.9721406405812064,0
dairy,fridge,0.8538506087305426,1,0.9963816542939651,3
vegetable,pantry,0.8029902907587223,1,0.9583933921301737,1
bakery,fridge,0.7985711898196882,1,1.019448793664417,2
bakery,fridge,0.8806768907131771,0,1.0434616824667018,6
canned,pantry,0.7966974473408275,1,0.9894736955983745,134
vegetable,pantry,0.9330681244614618,0,1.0747188386583248,4
fruit,fridge,0.7212374308033523,0,1.003405172443762,7
bakery,fridge,0.8981164757187476,0,0.9288506538155622,6
meat,pantry,0.9427584410970223,0,1.0244582751675284,0
vegetable,pantry,0.901849506976129,0,0.9924461931815606,3
dairy,pantry,0.8491687585059987,0,1.0871343726163452,1
meat,fridge,0.9850921041208544,0,0.9783787841871827,5
meat,fridge,0.789981546939419,1,0.9805731478300208,2
dairy,fridge,0.7057503662574933,0,1.0301546779563222,6
vegetable,fridge,0.8295968114390322,0,1.0053972436652856,6
dairy,fridge,0.7099035807700982,1,0.974889975507687,2
canned,pantry,0.9861810257579227,0,1.097954883136018,361
meat,pantry,0.7629754137244155,1,0.9604371019998834,0
grain,fridge,0.9366781071846638,0,0.9555057583970058,25
grain,fridge,0.9323716249523094,1,1.0728855257044208,14
fruit,pantry,0.7653186699048801,0,0.9006745887101111,4
bakery,pantry,0.8863679591440502,0,0.9402506321809816,3
dairy,pantry,0.714423690545935,0,1.0180893376523952,1
dairy,pantry,0.8450723757111602,0,0.932490105568933,1
fruit,fridge,0.704394138181746,1,1.0971607845447178,3
fruit,pantry,0.9763431640542526,0,0.9928391244843262,6
fruit,fridge,0.9928258072598715,0,1.0194728149921102,9
meat,pantry,0.7666848299915755,0,0.9320746930210386,0
canned,pantry,0.7624318103789118,1,0.9578756201743857,137
dairy,pantry,0.9261160529686389,0,1.0229249565358831,1
meat,fridge,0.7760138196488003,1,1.0099106746572797,2
fruit,fridge,0.9685229677485535,0,1.0568727890882332,9
dairy,pantry,0.8721787408368946,0,0.9538466357148633,1
meat,fridge,0.8052332869030936,0,1.030708429341307,4
canned,fridge,0.949808123904826,1,0.9581951011497731,170
meat,pantry,0.8480220101240186,1,1.0173505239492242,0
canned,pantry,0.9734898741125426,0,1.0210061935370418,330
fruit,fridge,0.9784042710188143,0,0.9243678222708978,8
canned,fridge,0.7496260456385228,1,1.0097266221372532,150
dairy,fridge,0.700697021839579,0,0.9023876599908365,5
fruit,pantry,0.9951792820427207,0,1.0002421502749383,6
dairy,pantry,0.9718412608382438,0,1.039504377721615,2
grain,fridge,0.7166335707111524,0,0.9145665457979978,20
vegetable,pantry,0.949910279182321,0,1.0877421632834054,4
canned,pantry,0.837341479767762,0,0.9917511063978909,309
vegetable,fridge,0.7776884815074926,0,1.0876832551248126,6
vegetable,fridge,0.9636239571030789,1,0.9214796847382265,3
canned,pantry,0.7590001697170922,0,1.0899805188839071,329
fruit,pantry,0.9841899998260201,1,0.9218394198850693,3
grain,fridge,0.7616864463098023,0,0.9922991596902673,20
dairy,pantry,0.8841049563186231,0,1.087598413345373,2
meat,pantry,0.7669259003586925,0,0.9465416400777743,0
dairy,fridge,0.8637005994905904,1,0.9069569961717469,3
meat,fridge,0.9051925389745423,0,1.0586221350056442,5
dairy,pantry,0.7570683792460412,1,1.019176727533802,0
canned,pantry,0.8562657348102037,0,1.002784238580288,301
grain,pantry,0.8407179233170357,0,0.9068686768706437,26
meat,fridge,0.7213112264210023,1,1.030646253761369,2
bakery,pantry,0.9454923453025909,0,0.934324670376913,3
fruit,pantry,0.8007047201928524,0,1.0862393360409393,5
dairy,fridge,0.8723746592655639,1,1.0371453902151364,3
dairy,fridge,0.8544352704799403,0,1.0414067776067675,8
meat,pantry,0.8539781513711326,0,0.9465160545222562,0
fruit,fridge,0.7321667182625462,1,1.0761507676113438,3
fruit,fridge,0.8270446027747999,0,1.0075465141566402,6
canned,pantry,0.835710027761971,1,1.0714168355628462,166
bakery,fridge,0.9200928521093346,0,0.9541894949664552,6
canned,fridge,0.9520056495762096,1,1.0510923426196492,183
canned,pantry,0.8634946834300053,0,1.0149133807320097,322
canned,fridge,0.7260348862194971,1,0.9096838611621163,112
canned,pantry,0.7710548411789638,0,0.9810684647546575,291
canned,pantry,0.7494802080558193,0,0.9367820930246931,259
grain,fridge,0.7373845189567374,0,0.9718347175757512,20
fruit,fridge,0.8097697895853423,0,0.9766703268530446,8
canned,fridge,0.7688180506463146,1,0.994985670605677,125
fruit,pantry,0.7654909335434537,1,1.0200580885456927,2
fruit,fridge,0.7164079523728802,0,1.01419553049964,6
vegetable,pantry,0.7053010134386302,1,0.907798280940999,1
grain,fridge,0.7308304727949345,0,1.0501378436977444,22
canned,fridge,0.7516592438270899,0,1.0898367768945538,288
dairy,fridge,0.8292951186544609,0,0.9697362577969934,5
meat,pantry,0.8531560783896533,0,0.9359493802676517,0
bakery,fridge,0.7421775754520097,0,1.0080003126230772,5
dairy,fridge,0.8274350024572559,1,1.0409825856488288,3
grain,pantry,0.8025246526977782,0,1.0357809789055328,31
meat,pantry,0.7550270930493868,0,1.0224219155001717,0
grain,fridge,0.702052224444509,0,0.9292464504256417,19
fruit,fridge,0.8401053599565225,1,1.0673649788805997,4
meat,fridge,0.9056955247795598,0,0.9851243124837631,5
fruit,pantry,0.767883200243142,0,0.9442937166063741,5
dairy,pantry,0.7395420489690038,0,0.9172532282126193,1
dairy,pantry,0.9661128233340885,1,0.9833438229946099,0
meat,pantry,0.7825074317463393,0,1.0235946093694615,0
meat,fridge,0.7670837859377994,1,1.0330755418303017,2
canned,pantry,0.9571290818829747,0,1.0925473822794514,357
grain,pantry,0.9451321297500284,1,0.9306296167327515,15
canned,pantry,0.83450394115739,0,1.0971547330395104,323
grain,fridge,0.8467716584283324,0,1.0309351761144456,25
canned,fridge,0.7653246114502066,0,0.9908458115414404,251
fruit,pantry,0.7234905011438673,0,1.077638845169632,5
meat,pantry,0.8720295476066983,0,1.0388959483906786,0
dairy,fridge,0.7295034764770639,1,0.9697434429714031,2
grain,fridge,0.8347823640869949,1,1.0768171393152923,13
grain,fridge,0.9821491595539033,1,1.033323091363907,15
dairy,fridge,0.9858503167511753,0,1.039767471158844,8
canned,fridge,0.7717996859642076,0,1.0792779776172052,281
grain,fridge,0.8872340260136963,0,0.989683241593811,29
bakery,fridge,0.8422228792323573,0,1.0313808211919513,6
fruit,fridge,0.9627055382758318,1,1.0489378043275561,4
meat,pantry,0.7814292592828159,0,0.9907880116261564,0
dairy,pantry,0.701110722049725,1,0.9166904231475587,0
meat,pantry,0.7487683617794245,0,1.0542879538188723,0
bakery,pantry,0.8048568403508194,1,0.9095632705486724,1
grain,pantry,0.7947163389311466,0,1.0435828803445477,28
grain,pantry,0.9374088757368658,1,1.0821750417049107,20
bakery,fridge,0.9041681998416513,0,0.9693937996740037,6
dairy,fridge,0.7898668958844691,0,0.9204123570275654,6
fruit,pantry,0.837323145149864,1,0.9465727979581683,2
vegetable,pantry,0.7286677311875005,0,1.0124563128250785,2
dairy,fridge,0.9694439334460302,0,1.0885319486212173,8
vegetable,fridge,0.9806274473345602,0,1.0024565459772234,7
bakery,fridge,0.9939410606142814,0,0.9225474576393393,6
canned,pantry,0.9605658492357513,0,1.0255566347432676,352
vegetable,fridge,0.7521882663088676,0,1.0465689873575883,5
fruit,pantry,0.7138589449604886,0,0.9786567339985582,4
canned,pantry,0.8738790182238022,0,1.044302812869083,353
vegetable,fridge,0.9737815080649331,0,0.964964563027838,6
bakery,fridge,0.7532054084979228,0,1.0578180303192828,5
canned,pantry,0.7021128743872426,1,0.9682144319140138,131
bakery,fridge,0.9416488138096732,1,0.9512214183201252,3
vegetable,fridge,0.7230387052860202,0,1.075836281178315,5
bakery,pantry,0.8241118095730091,0,1.0096946842350794,2
fruit,fridge,0.9036662011566355,0,0.957031257748337,7
vegetable,pantry,0.771039275636854,1,1.0870173779294134,1
vegetable,pantry,0.725188769034018,0,1.0381702350932098,3
vegetable,fridge,0.9310063685367486,0,0.9441400799311135,6
dairy,pantry,0.8890525254661125,0,1.0229284709185562,1
dairy,pantry,0.9965471453460414,0,1.074071766257805,2
dairy,fridge,0.8032924099959877,0,1.0392306285080115,8
fruit,fridge,0.7185287158870599,0,0.9489518301520261,6
canned,fridge,0.9203050106005887,0,1.029769665738903,348
bakery,pantry,0.8565200256559736,0,1.0238318745440402,3
grain,pantry,0.7639611794167405,0,1.0641687327157379,27
vegetable,fridge,0.9345186967014278,1,0.93562651939934,3
bakery,pantry,0.7611266457549831,0,1.039926933400272,2
vegetable,fridge,0.7781984964498809,0,0.9054741384267404,5
fruit,fridge,0.7277585663100157,0,1.0392350601271536,6
vegetable,pantry,0.8198296837092564,0,1.0920874607877116,3
dairy,fridge,0.8256787671812257,0,0.9348776532499236,6
grain,pantry,0.8543685371044895,0,0.9622599545638019,31
meat,pantry,0.9126892801371332,1,1.0165743144057102,0
vegetable,fridge,0.9718302786041277,0,1.0464790091714513,7
bakery,pantry,0.7413202296663426,0,0.9688742780809069,2
dairy,fridge,0.716304429504597,0,1.0328517954280276,6
meat,pantry,0.7055593700782999,0,1.0798557585072668,0
grain,pantry,0.7430864134206449,1,1.0453117574448525,14
meat,pantry,0.8973848457344877,0,1.042204543520449,0
